"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctMen","pct_couples"
1010,2145,"computer programmers","paralegals and legal assistants",0.00362409049541406,0.00954032957502168
800,2145,"accountants and auditors","paralegals and legal assistants",0.00783720407423564,0.013009540329575
6200,2145,"construction supervisors","paralegals and legal assistants",0.00793287445984017,0.013009540329575
3800,2145,"bailiffs, correctional officers, and jailers","paralegals and legal assistants",0.00538103205847686,0.00954032957502168
7200,2145,"automotive service technicians and mechanics","paralegals and legal assistants",0.00996218875273067,0.0138768430182134
6230,2145,"carpenters","paralegals and legal assistants",0.00994912444048273,0.013009540329575
5000,2145,"office and administrative support supervisors","paralegals and legal assistants",0.0071573107754708,0.00954032957502168
7700,2145,"production supervisors","paralegals and legal assistants",0.0077811311305417,0.00954032957502168
1020,2145,"software developers","paralegals and legal assistants",0.0148153517128836,0.0164787510841284
6260,2145,"construction laborers","paralegals and legal assistants",0.0136606115106859,0.0121422376409367
4850,2145,"wholesale sales representatives","paralegals and legal assistants",0.0199257907374625,0.0173460537727667
9130,2145,"truck drivers","paralegals and legal assistants",0.043959900952662,0.0346921075455334
20,2145,"general and operations managers","paralegals and legal assistants",0.0246171408525508,0.00954032957502168
4760,2145,"retail salespersons","paralegals and legal assistants",0.0369939956185053,0.0199479618386817
9620,2145,"laborers and hand movers","paralegals and legal assistants",0.0324911534704174,0.0147441457068517
430,2160,"miscellaneous managers","miscellaneous legal support workers",0.00392016672079882,0.0551378446115288
9130,2160,"truck drivers","miscellaneous legal support workers",0.043959900952662,0.0325814536340852
2200,2200,"postsecondary teachers","postsecondary teachers",0.0129858878576948,0.174727668845316
430,2200,"miscellaneous managers","postsecondary teachers",0.00392016672079882,0.0427015250544662
2310,2200,"elementary and middle school teachers","postsecondary teachers",0.00620175275322273,0.0265795206971678
3060,2200,"physicians and surgeons","postsecondary teachers",0.00632640247861492,0.0235294117647059
230,2200,"education administrators","postsecondary teachers",0.00244342820094314,0.0187363834422658
2100,2200,"layers and judges","postsecondary teachers",0.00681569094562577,0.0217864923747277
10,2200,"chief executives and legislators","postsecondary teachers",0.00273065936291799,0.016557734204793
1530,2200,"miscellaneous engineers","postsecondary teachers",0.00171815535055802,0.0152505446623094
1760,2200,"other physical scientists","postsecondary teachers",0.000196263941459987,0.0104575163398693
205,2200,"farmers, ranchers, and other agricultural managers","postsecondary teachers",5.27120002940588e-05,0.0100217864923747
2040,2200,"clergy","postsecondary teachers",0.000607241190913299,0.00958605664488017
110,2200,"computer and information systems managers","postsecondary teachers",0.00393774367493483,0.012636165577342
1010,2200,"computer programmers","postsecondary teachers",0.00362409049541406,0.0117647058823529
710,2200,"management analysts","postsecondary teachers",0.0058695780873211,0.0139433551198257
120,2200,"financial managers","postsecondary teachers",0.00424293711708819,0.0117647058823529
1650,2200,"other life scientists","postsecondary teachers",0.000785629237506651,0.00740740740740741
2320,2200,"secondary school teachers","postsecondary teachers",0.00672730767621942,0.012636165577342
850,2200,"personal financial advisors","postsecondary teachers",0.0019448136073636,0.00697167755991285
2830,2200,"editors","postsecondary teachers",0.000750967329249406,0.00566448801742919
1020,2200,"software developers","postsecondary teachers",0.0148153517128836,0.0196078431372549
350,2200,"medical and health services managers","postsecondary teachers",0.00131292755875156,0.00610021786492375
1300,2200,"architects","postsecondary teachers",0.00133727078113197,0.00610021786492375
2600,2200,"artists","postsecondary teachers",0.000615866249161963,0.00522875816993464
4710,2200,"non-retail sales supervisors","postsecondary teachers",0.00280105641786677,0.00697167755991285
2630,2200,"designers","postsecondary teachers",0.00335747483148088,0.00740740740740741
1360,2200,"civil engineers","postsecondary teachers",0.00381258070983651,0.00784313725490196
1460,2200,"mechanical engineers","postsecondary teachers",0.00404565050033976,0.00697167755991285
2000,2200,"counselors","postsecondary teachers",0.00285059672992127,0.00566448801742919
1107,2200,"other computer occupations","postsecondary teachers",0.00268018101733018,0.00522875816993464
910,2200,"credit counselors and loan officers","postsecondary teachers",0.00240624336606375,0.00479302832244009
2720,2200,"athletes and coaches","postsecondary teachers",0.00257709037119356,0.00479302832244009
8965,2200,"miscellaneous production workers","postsecondary teachers",0.00285662674170026,0.00479302832244009
4810,2200,"insurance sales agents","postsecondary teachers",0.00298681289380508,0.00479302832244009
1105,2200,"network and computer systems administrators","postsecondary teachers",0.00499192471689671,0.0065359477124183
3255,2200,"registered nurses","postsecondary teachers",0.00461355356378324,0.00610021786492375
50,2200,"marketing and sales managers","postsecondary teachers",0.00502048481053775,0.00610021786492375
4700,2200,"retail sales supervisors","postsecondary teachers",0.0105969575346767,0.0113289760348584
1006,2200,"computer systems analysts","postsecondary teachers",0.0058057631176215,0.0065359477124183
800,2200,"accountants and auditors","postsecondary teachers",0.00783720407423564,0.00697167755991285
5000,2200,"office and administrative support supervisors","postsecondary teachers",0.0071573107754708,0.00610021786492375
6200,2200,"construction supervisors","postsecondary teachers",0.00793287445984017,0.00610021786492375
2340,2200,"other teachers and instructors","postsecondary teachers",0.00706512401625952,0.00522875816993464
3850,2200,"police officers","postsecondary teachers",0.00895286847500237,0.00610021786492375
1050,2200,"computer support specialists","postsecondary teachers",0.00897848798092625,0.00610021786492375
4840,2200,"services sales representatives","postsecondary teachers",0.00916239327510794,0.00479302832244009
6355,2200,"electricians","postsecondary teachers",0.00917124658078614,0.00479302832244009
7200,2200,"automotive service technicians and mechanics","postsecondary teachers",0.00996218875273067,0.00479302832244009
6260,2200,"construction laborers","postsecondary teachers",0.0136606115106859,0.00566448801742919
4850,2200,"wholesale sales representatives","postsecondary teachers",0.0199257907374625,0.0117647058823529
5240,2200,"customer service representatives","postsecondary teachers",0.0143605755252595,0.00522875816993464
20,2200,"general and operations managers","postsecondary teachers",0.0246171408525508,0.0113289760348584
7340,2200,"general maintenance and repair workers","postsecondary teachers",0.020169687698394,0.00522875816993464
4760,2200,"retail salespersons","postsecondary teachers",0.0369939956185053,0.00740740740740741
9130,2200,"truck drivers","postsecondary teachers",0.043959900952662,0.0065359477124183
430,2300,"miscellaneous managers","preschool and kindergarten teachers",0.00392016672079882,0.0496551724137931
205,2300,"farmers, ranchers, and other agricultural managers","preschool and kindergarten teachers",5.27120002940588e-05,0.0151724137931034
2310,2300,"elementary and middle school teachers","preschool and kindergarten teachers",0.00620175275322273,0.0186206896551724
4700,2300,"retail sales supervisors","preschool and kindergarten teachers",0.0105969575346767,0.02
6200,2300,"construction supervisors","preschool and kindergarten teachers",0.00793287445984017,0.0172413793103448
7700,2300,"production supervisors","preschool and kindergarten teachers",0.0077811311305417,0.016551724137931
2040,2300,"clergy","preschool and kindergarten teachers",0.000607241190913299,0.00827586206896552
8965,2300,"miscellaneous production workers","preschool and kindergarten teachers",0.00285662674170026,0.0103448275862069
1530,2300,"miscellaneous engineers","preschool and kindergarten teachers",0.00171815535055802,0.00896551724137931
230,2300,"education administrators","preschool and kindergarten teachers",0.00244342820094314,0.0096551724137931
4710,2300,"non-retail sales supervisors","preschool and kindergarten teachers",0.00280105641786677,0.0096551724137931
1107,2300,"other computer occupations","preschool and kindergarten teachers",0.00268018101733018,0.00827586206896552
10,2300,"chief executives and legislators","preschool and kindergarten teachers",0.00273065936291799,0.00827586206896552
6355,2300,"electricians","preschool and kindergarten teachers",0.00917124658078614,0.0144827586206897
110,2300,"computer and information systems managers","preschool and kindergarten teachers",0.00393774367493483,0.00896551724137931
120,2300,"financial managers","preschool and kindergarten teachers",0.00424293711708819,0.00896551724137931
3800,2300,"bailiffs, correctional officers, and jailers","preschool and kindergarten teachers",0.00538103205847686,0.0096551724137931
